200 19900
28 52 13
28 53 72
28 54 50
28 55 42
28 56 56
28 57 46
28 58 1
28 59 80
28 60 17
28 61 57
28 62 12
28 63 40
28 64 86
28 65 7
28 66 70
28 67 23
28 68 26
28 69 89
28 70 36
28 71 61
28 72 40
28 73 47
28 74 76
28 75 55
28 76 83
28 77 90
28 78 87
28 79 7
28 80 100
28 81 88
28 82 42
28 83 14
28 84 5
28 85 70
28 86 47
28 87 43
28 88 59
28 89 55
28 90 87
28 91 92
28 92 83
28 93 90
28 94 20
28 95 61
28 96 4
28 97 58
28 98 61
28 99 33
28 100 86
28 101 52
28 102 15
28 103 33
28 104 94
28 105 33
28 106 95
28 107 11
28 108 57
28 109 82
28 110 18
28 111 95
28 112 39
28 113 52
28 114 77
28 115 51
28 116 13
28 117 70
28 118 48
28 119 94
28 120 85
28 121 46
28 122 27
28 123 55
28 124 28
28 125 21
28 126 68
28 127 66
28 128 5
28 129 56
28 130 48
28 131 15
28 132 45
28 133 54
28 134 55
28 135 61
28 136 43
28 137 7
28 138 86
28 139 55
28 140 16
28 141 40
28 142 74
28 143 14
28 144 93
28 145 70
28 146 76
28 147 13
28 148 26
28 149 100
28 150 23
28 151 33
28 152 11
28 153 21
28 154 37
28 155 14
28 156 93
28 157 99
28 158 85
28 159 31
28 160 29
28 161 66
28 162 87
28 163 17
28 164 32
28 165 62
28 166 59
28 167 83
28 168 52
28 169 65
28 170 83
28 171 69
28 172 94
28 173 59
28 174 74
28 175 64
28 176 87
28 177 37
28 178 24
28 179 66
28 180 23
28 181 87
28 182 50
28 183 30
28 184 47
28 185 89
28 186 74
28 187 15
28 188 9
28 189 99
28 190 43
28 191 98
28 192 97
28 193 6
28 194 26
28 195 69
28 196 33
28 197 7
28 198 36
28 199 45
29 30 17
29 31 75
29 32 90
29 33 88
29 34 72
29 35 3
29 36 52
29 37 88
29 38 91
29 39 21
29 40 31
29 41 99
29 42 62
29 43 90
29 44 86
29 45 48
29 46 71
29 47 13
29 48 47
29 49 50
29 50 84
29 51 6
29 52 37
29 53 36
29 54 71
29 55 54
29 56 33
29 57 82
29 58 74
29 59 98
29 60 98
29 61 68
29 62 90
29 63 72
29 64 16
29 65 51
29 66 71
29 67 36
29 68 33
29 69 6
29 70 7
29 71 47
29 72 80
29 73 94
29 74 55
29 75 1
29 76 68
29 77 100
29 78 16
29 79 51
29 80 21
29 81 53
29 82 95
29 83 51
29 84 11
29 85 14
29 86 40
29 87 35
29 88 77
29 89 82
29 90 13
29 91 1
29 92 81
29 93 33
29 94 37
29 95 64
29 96 61
29 97 7
29 98 68
29 99 4
29 100 18
29 101 60
29 102 30
29 103 2
29 104 92
29 105 18
29 106 43
29 107 31
29 108 2
29 109 37
29 110 10
29 111 28
29 112 52
29 113 52
29 114 86
29 115 44
29 116 1
29 117 70
29 118 35
29 119 58
29 120 78
29 121 65
29 122 61
29 123 57
29 124 80
29 125 9
29 126 75
29 127 74
29 128 30
29 129 18
29 130 77
29 131 39
29 132 94
29 133 66
29 134 63
29 135 71
29 136 73
29 137 93
29 138 65
29 139 44
29 140 14
29 141 56
29 142 49
29 143 78
29 144 18
29 145 11
29 146 24
29 147 21
29 148 33
29 149 45
29 150 12
29 151 10
29 152 48
29 153 15
29 154 79
29 155 91
29 156 81
29 157 30
29 158 13
29 159 12
29 160 75
29 161 26
29 162 88
29 163 92
29 164 7
29 165 26
29 166 19
29 167 10
29 168 76
29 169 30
29 170 58
29 171 57
29 172 74
29 173 66
29 174 70
29 175 44
29 176 10
29 177 96
29 178 70
29 179 71
29 180 62
29 181 58
29 182 54
29 183 38
29 184 42
29 185 91
29 186 66
29 187 81
29 188 54
29 189 62
29 190 83
29 191 34
29 192 35
29 193 42
29 194 74
29 195 97
29 196 99
29 197 14
29 198 26
29 199 91
30 31 85
30 32 40
30 33 54
30 34 82
30 35 25
30 36 12
30 37 35
30 38 43
30 39 56
30 40 53
30 41 100
30 42 53
30 43 64
30 44 20
30 45 55
30 46 75
30 47 68
30 48 65
30 49 64
30 50 46
30 51 47
30 52 2
30 53 78
30 54 99
30 55 2
30 56 33
30 57 4
30 58 28
30 59 87
30 60 35
30 61 64
30 62 79
30 63 2
30 64 25
30 65 71
30 66 54
30 67 89
30 68 27
30 69 24
30 70 46
30 71 39
30 72 43
30 73 24
30 74 72
30 75 68
30 76 12
30 77 23
30 78 57
30 79 100
30 80 35
30 81 89
30 82 24
30 83 74
30 84 74
30 85 64
30 86 30
30 87 48
30 88 3
30 89 1
30 90 17
30 91 65
30 92 82
30 93 14
30 94 78
30 95 5
30 96 14
30 97 13
30 98 38
30 99 82
30 100 14
30 101 14
30 102 73
30 103 81
30 104 22
30 105 68
30 106 55
30 107 60
30 108 32
30 109 74
30 110 40
30 111 72
30 112 90
30 113 71
30 114 1
30 115 65
30 116 25
30 117 57
30 118 93
30 119 37
30 120 18
30 121 97
30 122 85
30 123 37
30 124 46
30 125 50
30 126 84
30 127 72
30 128 15
30 129 34
30 130 87
30 131 79
30 132 58
30 133 85
30 134 41
30 135 17
30 136 12
30 137 67
30 138 61
30 139 29
30 140 13
30 141 24
30 142 35
30 143 59
30 144 1
30 145 20
30 146 81
30 147 78
30 148 39
30 149 48
30 150 38
30 151 79
30 152 28
30 153 56
30 154 76
30 155 59
30 156 92
30 157 31
30 158 17
30 159 92
30 160 89
30 161 5
30 162 92
30 163 51
30 164 70
30 165 1
30 166 100
30 167 19
30 168 19
30 169 61
30 170 65
30 171 10
30 172 76
30 173 30
30 174 82
30 175 11
30 176 72
30 177 93
30 178 30
30 179 27
30 180 98
30 181 93
30 182 3
30 183 47
30 184 72
30 185 83
30 186 94
30 187 16
30 188 63
30 189 67
30 190 64
30 191 43
30 192 99
30 193 8
30 194 70
30 195 76
30 196 12
30 197 55
30 198 16
30 199 44
31 32 64
31 33 11
31 34 33
31 35 95
31 36 67
31 37 18
31 38 26
31 39 33
31 40 61
31 41 92
31 42 100
31 43 86
31 44 31
31 45 95
31 46 15
31 47 68
31 48 9
31 49 78
31 50 18
31 51 54
31 52 27
31 53 40
31 54 45
31 55 4
31 56 51
31 57 59
31 58 33
31 59 52
31 60 94
31 61 81
31 62 42
31 63 82
31 64 94
31 65 91
31 66 71
31 67 97
31 68 18
31 69 19
31 70 22
31 71 83
31 72 28
31 73 53
31 74 28
31 75 52
31 76 82
31 77 99
31 78 69
31 79 8
31 80 21
31 81 68
31 82 46
31 83 52
31 84 21
31 85 35
31 86 15
31 87 59
31 88 35
31 89 97
31 90 91
31 91 23
31 92 84
31 93 74
31 94 60
31 95 17
31 96 67
31 97 82
31 98 27
31 99 2
31 100 25
31 101 79
31 102 36
31 103 6
31 104 11
31 105 74
31 106 52
31 107 47
31 108 52
31 109 57
31 110 97
31 111 49
31 112 89
31 113 56
31 114 60
31 115 89
31 116 43
31 117 82
31 118 32
31 119 84
31 120 37
31 121 83
31 122 3
31 123 94
31 124 85
31 125 93
31 126 20
31 127 82
31 128 25
31 129 65
31 130 6
31 131 94
31 132 53
31 133 32
31 134 36
31 135 23
31 136 10
31 137 52
31 138 7
31 139 5
31 140 78
31 141 40
31 142 95
31 143 42
31 144 38
31 145 39
31 146 70
31 147 11
31 148 11
31 149 66
31 150 25
31 151 74
31 152 74
31 153 99
31 154 74
31 155 97
31 156 66
31 157 1
31 158 5
31 159 24
31 160 29
31 161 87
31 162 17
31 163 81
31 164 83
31 165 78
31 166 79
31 167 34
31 168 14
31 169 35
31 170 80
31 171 11
31 172 49
31 173 12
31 174 90
31 175 22
31 176 15
31 177 63
31 178 53
31 179 8
31 180 84
31 181 71
31 182 54
31 183 59
31 184 13
31 185 38
31 186 84
31 187 75
31 188 30
31 189 86
31 190 28
31 191 67
31 192 51
31 193 34
31 194 93
31 195 24
31 196 24
31 197 15
31 198 78
31 199 82
32 33 46
32 34 45
32 35 85
32 36 74
32 37 3
32 38 17
32 39 2
32 40 72
32 41 100
32 42 100
32 43 94
32 44 99
32 45 90
32 46 29
32 47 27
32 48 88
32 49 70
32 50 85
32 51 60
32 52 49
32 53 83
32 54 58
32 55 52
32 56 44
32 57 9
32 58 34
32 59 74
32 60 91
32 61 11
32 62 25
32 63 57
32 64 78
32 65 25
32 66 78
32 67 60
32 68 75
32 69 83
32 70 7
32 71 12
32 72 66
32 73 32
32 74 18
32 75 62
32 76 15
32 77 77
32 78 52
32 79 69
32 80 3
32 81 56
32 82 86
32 83 44
32 84 19
32 85 35
32 86 95
32 87 60
32 88 85
32 89 53
32 90 23
32 91 52
32 92 70
32 93 5
32 94 21
32 95 89
32 96 57
32 97 5
32 98 35
32 99 66
32 100 93
32 101 87
32 102 52
32 103 31
32 104 20
32 105 25
32 106 81
32 107 36
32 108 76
32 109 47
32 110 60
32 111 70
32 112 11
32 113 19
32 114 58
32 115 75
32 116 19
32 117 24
32 118 48
32 119 48
32 120 82
32 121 5
32 122 6
32 123 6
32 124 29
32 125 85
32 126 98
32 127 22
32 128 61
32 129 62
32 130 1
32 131 86
32 132 39
32 133 2
32 134 36
32 135 90
32 136 71
32 137 88
32 138 90
32 139 60
32 140 39
32 141 39
32 142 35
32 143 46
32 144 12
32 145 54
32 146 77
32 147 47
32 148 36
32 149 25
32 150 16
32 151 89
32 152 13
32 153 21
32 154 9
32 155 26
32 156 54
32 157 59
32 158 87
32 159 58
32 160 97
32 161 55
32 162 69
32 163 89
32 164 95
32 165 93
32 166 65
32 167 31
32 168 38
32 169 12
32 170 83
32 171 86
32 172 95
32 173 49
32 174 80
32 175 2
32 176 15
32 177 36
32 178 23
32 179 96
32 180 43
32 181 47
32 182 98
32 183 20
32 184 73
32 185 79
32 186 97
32 187 26
32 188 51
32 189 75
32 190 28
32 191 40
32 192 14
32 193 51
32 194 87
32 195 71
32 196 68
32 197 74
32 198 43
32 199 29
33 34 87
33 35 58
33 36 81
33 37 53
33 38 65
33 39 14
33 40 9
33 41 83
33 42 6
33 43 45
33 44 96
33 45 20
33 46 41
33 47 46
33 48 10
33 49 44
33 50 77
33 51 61
33 52 38
33 53 43
33 54 95
33 55 85
33 56 86
33 57 47
33 58 19
33 59 51
33 60 31
33 61 67
33 62 86
33 63 33
33 64 58
33 65 57
33 66 98
33 67 47
33 68 62
33 69 94
33 70 80
33 71 93
33 72 85
33 73 62
33 74 99
33 75 13
33 76 38
33 77 89
33 78 63
33 79 92
33 80 2
33 81 33
33 82 68
33 83 78
33 84 20
33 85 73
33 86 84
33 87 80
33 88 1
33 89 31
33 90 80
33 91 2
33 92 60
33 93 27
33 94 42
33 95 53
33 96 24
33 97 26
33 98 3
33 99 60
33 100 39
33 101 56
33 102 17
33 103 40
33 104 2
33 105 51
33 106 1
33 107 71
33 108 43
33 109 92
33 110 23
33 111 91
33 112 57
33 113 87
33 114 37
33 115 18
33 116 39
33 117 94
33 118 33
33 119 6
33 120 68
33 121 59
33 122 84
33 123 59
33 124 78
33 125 42
33 126 52
33 127 78
33 128 76
33 129 65
33 130 70
33 131 98
33 132 35
33 133 86
33 134 20
33 135 84
33 136 4
33 137 65
33 138 42
33 139 6
33 140 95
33 141 84
33 142 56
33 143 82
33 144 95
33 145 70
33 146 98
33 147 97
33 148 23
33 149 96
33 150 92
33 151 85
33 152 84
33 153 79
33 154 15
33 155 64
33 156 93
33 157 99
33 158 6
33 159 83
33 160 74
33 161 36
33 162 59
33 163 66
33 164 54
33 165 72
33 166 55
33 167 90
33 168 79
33 169 55
33 170 27
33 171 48
33 172 41
33 173 34
33 174 63
33 175 5
33 176 24
33 177 94
33 178 39
33 179 93
33 180 47
33 181 39
33 182 30
33 183 37
33 184 12
33 185 2
33 186 75
33 187 69
33 188 22
33 189 45
33 190 25
33 191 3
33 192 37
33 193 64
33 194 76
33 195 31
33 196 3
33 197 81
33 198 16
33 199 44
34 35 50
34 36 13
34 37 58
34 38 17
34 39 5
34 40 7
34 41 70
34 42 22
34 43 51
34 44 27
34 45 14
34 46 25
34 47 57
34 48 28
34 49 26
34 50 39
34 51 24
34 52 57
34 53 75
34 54 47
34 55 51
34 56 11
34 57 49
34 58 27
34 59 10
34 60 42
34 61 31
34 62 8
34 63 49
34 64 12
34 65 87
34 66 51
34 67 98
34 68 13
34 69 83
34 70 56
34 71 82
34 72 22
34 73 49
34 74 89
34 75 54
34 76 39
34 77 13
34 78 54
34 79 71
34 80 95
34 81 30
34 82 82
34 83 85
34 84 18
34 85 99
34 86 1
34 87 57
34 88 42
34 89 63
34 90 93
34 91 25
34 92 64
34 93 67
34 94 20
34 95 21
34 96 86
34 97 51
34 98 30
34 99 44
34 100 22
34 101 21
34 102 6
34 103 99
34 104 39
34 105 88
34 106 74
34 107 11
34 108 76
34 109 39
34 110 9
34 111 73
34 112 15
34 113 73
34 114 40
34 115 68
34 116 26
34 117 90
34 118 64
34 119 74
34 120 42
34 121 64
34 122 27
34 123 14
34 124 52
34 125 92
34 126 24
34 127 34
34 128 53
34 129 74
34 130 67
34 131 47
34 132 35
34 133 18
34 134 54
34 135 53
34 136 56
34 137 13
34 138 97
34 139 71
34 140 53
34 141 54
34 142 52
34 143 97
34 144 82
34 145 34
34 146 90
34 147 81
34 148 83
34 149 19
34 150 59
34 151 84
34 152 2
34 153 59
34 154 76
34 155 53
34 156 34
34 157 7
34 158 36
34 159 30
34 160 40
34 161 74
34 162 62
34 163 57
34 164 60
34 165 87
34 166 67
34 167 26
34 168 15
34 169 5
34 170 93
34 171 63
34 172 11
34 173 66
34 174 18
34 175 27
34 176 84
34 177 70
34 178 33
34 179 92
34 180 44
34 181 63
34 182 49
34 183 69
34 184 62
34 185 50
34 186 60
34 187 35
34 188 83
34 189 1
34 190 1
34 191 93
34 192 33
34 193 36
34 194 97
34 195 38
34 196 81
34 197 91
34 198 53
34 199 83
35 36 12
35 37 73
35 38 14
35 39 99
35 40 26
35 41 25
35 42 63
35 43 91
35 44 55
35 45 16
35 46 55
35 47 30
35 48 14
35 49 72
35 50 77
35 51 92
35 52 78
35 53 33
35 54 27
35 55 33
35 56 49
35 57 75
35 58 48
35 59 64
35 60 44
35 61 70
35 62 20
35 63 70
35 64 59
35 65 79
35 66 27
35 67 70
35 68 1
35 69 58
35 70 99
35 71 27
35 72 1
35 73 1
35 74 82
35 75 38
35 76 95
35 77 28
35 78 48
35 79 41
35 80 33
35 81 47
35 82 40
35 83 20
35 84 63
35 85 88
35 86 25
35 87 96
35 88 77
35 89 2
35 90 13
35 91 1
35 92 89
35 93 28
35 94 100
35 95 16
35 96 40
35 97 11
35 98 8
35 99 87
35 100 97
35 101 85
35 102 11
35 103 66
35 104 30
35 105 28
35 106 67
35 107 41
35 108 96
35 109 35
35 110 66
35 111 27
35 112 44
35 113 50
35 114 7
35 115 24
35 116 38
35 117 94
35 118 15
35 119 7
35 120 25
35 121 45
35 122 54
35 123 76
35 124 20
35 125 25
35 126 5
35 127 20
35 128 22
35 129 36
35 130 21
35 131 61
35 132 76
35 133 38
35 134 45
35 135 47
35 136 30
35 137 29
35 138 7
35 139 39
35 140 100
35 141 41
35 142 94
35 143 10
35 144 22
35 145 26
35 146 4
35 147 24
35 148 68
35 149 37
35 150 17
35 151 19
35 152 55
35 153 33
35 154 23
35 155 76
35 156 94
35 157 19
35 158 92
35 159 20
35 160 14
35 161 14
35 162 53
35 163 18
35 164 17
35 165 57
35 166 55
35 167 13
35 168 20
35 169 26
35 170 94
35 171 92
35 172 30
35 173 45
35 174 51
35 175 52
35 176 6
35 177 96
35 178 22
35 179 23
35 180 55
35 181 71
35 182 46
35 183 63
35 184 47
35 185 28
35 186 17
35 187 13
35 188 100
35 189 22
35 190 26
35 191 42
35 192 26
35 193 68
35 194 71
35 195 18
35 196 37
35 197 26
35 198 4
35 199 88
36 37 87
36 38 97
36 39 3
36 40 26
36 41 12
36 42 21
36 43 72
36 44 83
36 45 37
36 46 90
36 47 4
36 48 56
36 49 33
36 50 93
36 51 77
36 52 55
36 53 79
36 54 92
36 55 80
36 56 50
36 57 4
36 58 62
36 59 34
36 60 24
36 61 7
36 62 88
36 63 46
36 64 71
36 65 22
36 66 5
36 67 70
36 68 36
36 69 55
36 70 57
36 71 17
36 72 86
36 73 78
36 74 58
36 75 97
36 76 74
36 77 59
36 78 64
36 79 22
36 80 6
36 81 7
36 82 11
36 83 59
36 84 27
36 85 95
36 86 79
36 87 19
36 88 26
36 89 6
36 90 16
36 91 60
36 92 26
36 93 48
36 94 52
36 95 14
36 96 47
36 97 78
36 98 78
36 99 2
36 100 4
36 101 68
36 102 52
36 103 39
36 104 28
36 105 19
36 106 49
36 107 69
36 108 51
36 109 78
36 110 94
36 111 13
36 112 86
36 113 90
36 114 20
36 115 95
36 116 15
36 117 96
36 118 71
36 119 98
36 120 58
36 121 2
36 122 20
36 123 1
36 124 82
36 125 43
36 126 89
36 127 3
36 128 17
36 129 76
36 130 88
36 131 36
36 132 26
36 133 29
36 134 6
36 135 21
36 136 70
36 137 29
36 138 42
36 139 84
36 140 65
36 141 22
36 142 44
36 143 81
36 144 67
36 145 79
36 146 4
36 147 47
36 148 31
36 149 47
36 150 46
36 151 5
36 152 28
36 153 78
36 154 89
36 155 37
36 156 80
36 157 64
36 158 91
36 159 5
36 160 25
36 161 43
36 162 35
36 163 12
36 164 98
36 165 94
36 166 69
36 167 3
36 168 25
36 169 84
36 170 52
36 171 9
36 172 93
36 173 21
36 174 79
36 175 23
36 176 42
36 177 55
36 178 30
36 179 1
36 180 45
36 181 95
36 182 38
36 183 22
36 184 27
36 185 3
36 186 86
36 187 45
36 188 63
36 189 86
36 190 57
36 191 90
36 192 100
36 193 7
36 194 85
36 195 83
36 196 40
36 197 80
36 198 100
36 199 100
37 38 18
37 39 20
37 40 42
37 41 83
37 42 28
37 43 53
37 44 8
37 45 5
37 46 89
37 47 55
37 48 98
37 49 73
37 50 4
37 51 84
37 52 61
37 53 82
37 54 95
37 55 69
37 56 79
37 57 70
37 58 96
37 59 93
37 60 14
37 61 26
37 62 51
37 63 58
37 64 10
37 65 89
37 66 42
37 67 95
37 68 84
37 69 25
37 70 7
37 71 63
37 72 43
37 73 45
37 74 55
37 75 70
37 76 87
37 77 41
37 78 57
37 79 12
37 80 89
37 81 35
37 82 43
37 83 24
37 84 66
37 85 93
37 86 17
37 87 32
37 88 86
37 89 8
37 90 24
37 91 45
37 92 82
37 93 22
37 94 22
37 95 36
37 96 62
37 97 61
37 98 14
37 99 56
37 100 92
37 101 53
37 102 50
37 103 96
37 104 89
37 105 10
37 106 1
37 107 87
37 108 57
37 109 64
37 110 55
37 111 97
37 112 44
37 113 3
37 114 6
37 115 51
37 116 41
37 117 54
37 118 35
37 119 26
37 120 82
37 121 43
37 122 34
37 123 53
37 124 45
37 125 72
37 126 58
37 127 90
37 128 13
37 129 73
37 130 24
37 131 76
37 132 98
37 133 60
37 134 79
37 135 18
37 136 94
37 137 76
37 138 11
37 139 51
37 140 77
37 141 46
37 142 94
37 143 71
37 144 53
37 145 41
37 146 53
37 147 6
37 148 83
37 149 31
37 150 63
37 151 82
37 152 11
37 153 24
37 154 63
37 155 50
37 156 15
37 157 15
37 158 62
37 159 96
37 160 29
37 161 6
37 162 1
37 163 78
37 164 6
37 165 18
37 166 96
37 167 10
37 168 97
37 169 56
37 170 32
37 171 36
37 172 51
37 173 89
37 174 89
37 175 46
37 176 40
37 177 69
37 178 95
37 179 68
37 180 37
37 181 67
37 182 99
37 183 73
37 184 79
37 185 98
37 186 69
37 187 77
37 188 2
37 189 1
37 190 36
37 191 53
37 192 86
37 193 33
37 194 18
37 195 6
37 196 82
37 197 66
37 198 67
37 199 36
38 39 7
38 40 62
38 41 22
38 42 19
38 43 95
38 44 27
38 45 72
38 46 24
38 47 28
38 48 65
38 49 5
38 50 19
38 51 57
38 52 30
38 53 63
38 54 24
38 55 39
38 56 71
38 57 53
38 58 29
38 59 86
38 60 30
38 61 34
38 62 96
38 63 75
38 64 83
38 65 60
38 66 95
38 67 86
38 68 31
38 69 63
38 70 48
38 71 37
38 72 27
38 73 29
38 74 62
38 75 59
38 76 91
38 77 18
38 78 6
38 79 17
38 80 16
38 81 30
38 82 72
38 83 13
38 84 51
38 85 95
38 86 6
38 87 16
38 88 12
38 89 1
38 90 43
38 91 90
38 92 59
38 93 73
38 94 27
38 95 98
38 96 23
38 97 72
38 98 21
38 99 78
38 100 42
38 101 94
38 102 89
38 103 96
38 104 21
38 105 72
38 106 26
38 107 16
38 108 4
38 109 17
38 110 49
38 111 18
38 112 83
38 113 50
38 114 71
38 115 71
38 116 30
38 117 38
38 118 98
38 119 28
38 120 12
38 121 5
38 122 41
38 123 99
38 124 88
38 125 8
38 126 40
38 127 47
38 128 68
38 129 9
38 130 72
38 131 96
38 132 99
38 133 86
38 134 2
38 135 44
38 136 99
38 137 93
38 138 85
38 139 52
38 140 67
38 141 25
38 142 10
38 143 78
38 144 97
38 145 74
38 146 28
38 147 62
38 148 99
38 149 17
38 150 22
38 151 39
38 152 26
38 153 48
38 154 99
38 155 82
38 156 77
38 157 36
38 158 27
38 159 11
38 160 62
38 161 45
38 162 99
38 163 57
38 164 47
38 165 31
38 166 36
38 167 52
38 168 51
38 169 84
38 170 21
38 171 53
38 172 96
38 173 98
38 174 97
38 175 19
38 176 34
38 177 55
38 178 32
38 179 81
38 180 46
38 181 11
38 182 3
38 183 45
38 184 12
38 185 84
38 186 43
38 187 70
38 188 22
38 189 31
38 190 41
38 191 16
38 192 82
38 193 4
38 194 80
38 195 23
38 196 44
38 197 67
38 198 98
38 199 21
39 40 87
39 41 94
39 42 28
39 43 98
39 44 36
39 45 45
39 46 34
39 47 94
39 48 3
39 49 64
39 50 81
39 51 22
39 52 13
39 53 69
39 54 96
39 55 62
39 56 62
39 57 67
39 58 92
39 59 32
39 60 90
39 61 40
39 62 3
39 63 31
39 64 50
39 65 98
39 66 6
39 67 5
39 68 60
39 69 60
39 70 53
39 71 14
39 72 52
39 73 45
39 74 64
39 75 72
39 76 60
39 77 3
39 78 75
39 79 81
39 80 29
39 81 7
39 82 100
39 83 48
39 84 80
39 85 92
39 86 42
39 87 59
39 88 74
39 89 60
39 90 36
39 91 34
39 92 5
39 93 67
39 94 34
39 95 90
39 96 54
39 97 30
39 98 82
39 99 27
39 100 30
39 101 80
39 102 93
39 103 58
39 104 19
39 105 45
39 106 17
39 107 3
39 108 51
39 109 26
39 110 58
39 111 69
39 112 13
39 113 61
39 114 86
39 115 37
39 116 53
39 117 17
39 118 93
39 119 37
39 120 64
39 121 91
39 122 45
39 123 84
39 124 82
39 125 35
39 126 80
39 127 25
39 128 61
39 129 96
39 130 90
39 131 79
39 132 98
39 133 56
39 134 11
39 135 51
39 136 60
39 137 62
39 138 8
39 139 4
39 140 57
39 141 21
39 142 31
39 143 63
39 144 21
39 145 59
39 146 94
39 147 80
39 148 45
39 149 29
39 150 2
39 151 86
39 152 85
39 153 21
39 154 90
39 155 73
39 156 70
39 157 20
39 158 85
39 159 60
39 160 2
39 161 66
39 162 47
39 163 8
39 164 28
39 165 88
39 166 28
39 167 21
39 168 1
39 169 46
39 170 44
39 171 19
39 172 39
39 173 83
39 174 49
39 175 24
39 176 78
39 177 74
39 178 11
39 179 93
39 180 95
39 181 88
39 182 42
39 183 58
39 184 91
39 185 93
39 186 19
39 187 58
39 188 57
39 189 22
39 190 92
39 191 55
39 192 34
39 193 13
39 194 10
39 195 21
39 196 59
39 197 8
39 198 12
39 199 45
40 41 26
40 42 96
40 43 5
40 44 65
40 45 42
40 46 1
40 47 27
40 48 100
40 49 26
40 50 14
40 51 75
40 52 49
40 53 78
40 54 8
40 55 93
40 56 25
40 57 86
40 58 51
40 59 81
40 60 7
40 61 49
40 62 77
40 63 22
40 64 33
40 65 43
40 66 96
40 67 76
40 68 39
40 69 81
40 70 49
40 71 8
40 72 20
40 73 7
40 74 35
40 75 87
40 76 88
40 77 92
40 78 42
40 79 73
40 80 92
40 81 89
40 82 8
40 83 97
40 84 17
40 85 39
40 86 59
40 87 47
40 88 36
40 89 47
40 90 67
40 91 83
40 92 59
40 93 60
40 94 18
40 95 16
40 96 54
40 97 27
40 98 84
40 99 54
40 100 39
40 101 50
40 102 85
40 103 62
40 104 77
40 105 25
40 106 12
40 107 54
40 108 98
40 109 88
40 110 22
40 111 29
40 112 99
40 113 78
40 114 69
40 115 77
40 116 98
40 117 94
40 118 100
40 119 9
40 120 40
40 121 3
40 122 58
40 123 71
40 124 19
40 125 79
40 126 78
40 127 48
40 128 81
40 129 36
40 130 81
40 131 71
40 132 13
40 133 12
40 134 1
40 135 72
40 136 84
40 137 94
40 138 29
40 139 17
40 140 51
40 141 89
40 142 81
40 143 53
40 144 70
40 145 95
40 146 69
40 147 22
40 148 34
40 149 54
40 150 99
40 151 18
40 152 100
40 153 54
40 154 99
40 155 47
40 156 79
40 157 17
40 158 63
40 159 82
40 160 62
40 161 77
40 162 14
40 163 98
40 164 56
40 165 63
40 166 52
40 167 75
40 168 87
40 169 67
40 170 18
40 171 58
40 172 42
40 173 53
40 174 70
40 175 100
40 176 56
40 177 58
40 178 55
40 179 85
40 180 76
40 181 16
40 182 62
40 183 2
40 184 81
40 185 93
40 186 15
40 187 58
40 188 89
40 189 13
40 190 24
40 191 55
40 192 8
40 193 72
40 194 72
40 195 75
40 196 21
40 197 40
40 198 76
40 199 44
41 42 41
41 43 73
41 44 13
41 45 26
41 46 16
41 47 52
41 48 31
41 49 68
41 50 36
41 51 59
41 52 77
41 53 23
41 54 100
41 55 17
41 56 2
41 57 83
41 58 59
41 59 42
41 60 13
41 61 44
41 62 63
41 63 67
41 64 88
41 65 89
41 66 35
41 67 10
41 68 34
41 69 2
41 70 67
41 71 21
41 72 22
41 73 25
41 74 16
41 75 59
41 76 54
41 77 69
41 78 28
41 79 55
41 80 89
41 81 60
41 82 31
41 83 59
41 84 69
41 85 5
41 86 77
41 87 10
41 88 21
41 89 68
41 90 19
41 91 55
41 92 75
41 93 37
41 94 28
41 95 42
41 96 88
41 97 70
41 98 31
41 99 38
41 100 74
41 101 10
41 102 28
41 103 72
41 104 80
41 105 63
41 106 67
41 107 10
41 108 100
41 109 21
41 110 77
41 111 71
41 112 81
41 113 30
41 114 28
41 115 96
41 116 28
41 117 74
41 118 89
41 119 23
41 120 100
41 121 96
41 122 49
41 123 42
41 124 6
41 125 86
41 126 97
41 127 12
41 128 28
41 129 14
41 130 70
41 131 40
41 132 3
41 133 44
41 134 95
41 135 87
41 136 85
41 137 63
41 138 99
41 139 77
41 140 32
41 141 48
41 142 9
41 143 12
41 144 79
41 145 5
41 146 74
41 147 86
41 148 85
41 149 73
41 150 72
41 151 15
41 152 90
41 153 29
41 154 36
41 155 37
41 156 95
41 157 79
41 158 55
41 159 18
41 160 83
41 161 30
41 162 1
41 163 41
41 164 71
41 165 88
41 166 28
41 167 74
41 168 33
41 169 16
41 170 18
41 171 88
41 172 40
41 173 63
41 174 76
41 175 53
41 176 71
41 177 57
41 178 94
41 179 38
41 180 50
41 181 93
41 182 14
41 183 72
41 184 33
41 185 49
41 186 63
41 187 47
41 188 82
41 189 92
41 190 32
41 191 14
41 192 37
41 193 33
41 194 86
41 195 51
41 196 18
41 197 65
41 198 22
41 199 48
42 43 85
42 44 60
42 45 12
42 46 9
42 47 49
42 48 39
42 49 10
42 50 16
42 51 9
42 52 54
42 53 33
42 54 69
42 55 42
42 56 61
42 57 51
42 58 5
42 59 45
42 60 30
42 61 31
42 62 93
42 63 3
42 64 90
42 65 42
42 66 59
42 67 34
42 68 98
42 69 70
42 70 97
42 71 100
42 72 7
42 73 76
42 74 23
42 75 17
42 76 100
42 77 70
42 78 25
42 79 14
42 80 21
42 81 9
42 82 51
42 83 13
42 84 98
42 85 88
42 86 30
42 87 25
42 88 63
42 89 36
42 90 15
42 91 44
42 92 35
42 93 20
42 94 70
